SaleID,CustomerID,CarModel,FuelType,City,SaleDate,Price,SalesPersonID
20041,100040,City,Diesel,Hyderabad,6/9/2024,749222,23
20042,100041,Swift,Electric,Delhi,9/22/2024,712787,16
20043,100042,Baleno,Diesel,Chennai,1/26/2024,1140976,41
20044,100043,Swift,Diesel,Mumbai,3/12/2024,1166372,8
20045,100044,Venue,Petrol,Hyderabad,6/4/2024,1792487,19
20046,100045,Creta,Petrol,Mumbai,9/25/2024,1264221,41
20047,100046,Swift,Petrol,Mumbai,10/5/2024,906469,39
20048,100047,Venue,CNG,Mumbai,11/5/2024,1025312,33
20049,100048,Baleno,Electric,Chennai,10/2/2024,1488582,44
20050,100049,Verna,CNG,Pune,6/13/2024,1248912,39
20051,100050,Verna,Electric,Chennai,10/17/2024,508761,35
20052,100051,City,Diesel,Delhi,7/28/2024,1348544,21
20053,100052,Baleno,Electric,Pune,2/7/2024,1571333,33
20054,100053,City,CNG,Hyderabad,10/5/2024,635120,42
20055,100054,Baleno,Electric,Mumbai,5/19/2024,1380295,24
20056,100055,i20,Electric,Delhi,1/19/2024,1579422,20
20057,100056,Verna,CNG,Pune,12/4/2024,1410872,47
20058,100057,Creta,Diesel,Pune,9/16/2024,850428,23
20059,100058,Venue,CNG,Hyderabad,7/15/2024,537163,16
20060,100059,Verna,Diesel,Delhi,6/15/2024,1471665,2
20061,100060,Baleno,Petrol,Chennai,8/8/2024,1524708,43
20062,100061,Creta,Petrol,Bangalore,4/2/2024,1684513,28
20063,100062,Swift,CNG,Bangalore,12/26/2024,853775,34
20064,100063,Venue,Petrol,Mumbai,6/23/2024,628671,19
20065,100064,Baleno,Electric,Hyderabad,8/19/2024,1330326,49
20066,100065,Verna,Diesel,Pune,7/17/2024,1780533,6
20067,100066,City,Electric,Chennai,10/7/2024,1025019,50
20068,100067,Baleno,Petrol,Delhi,5/3/2024,1171187,2
20069,100068,i20,Electric,Pune,2/8/2024,1714750,10
20070,100069,Baleno,Diesel,Mumbai,9/30/2024,654136,48
20071,100070,Creta,Diesel,Bangalore,11/11/2024,1662006,2
20072,100071,Verna,Petrol,Bangalore,12/4/2024,1377941,23
20073,100072,Swift,Petrol,Delhi,5/16/2024,1028149,25
20074,100073,City,Petrol,Pune,12/16/2024,1009209,41
20075,100074,Swift,Diesel,Hyderabad,8/9/2024,1744578,29
20076,100075,i20,CNG,Pune,4/18/2024,733516,23
20077,100076,City,Electric,Pune,6/15/2024,1719794,25
20078,100077,City,Diesel,Pune,4/5/2024,1722784,45
20079,100078,Swift,Diesel,Bangalore,5/27/2024,1010898,6
20080,100079,XUV300,Petrol,Pune,1/6/2024,1436849,1
20081,100080,City,CNG,Bangalore,2/22/2024,979826,16
20082,100081,Swift,Diesel,Pune,8/9/2024,660966,40
20083,100082,Baleno,CNG,Delhi,9/10/2024,1126391,21
20084,100083,Venue,CNG,Chennai,5/13/2024,1794428,20
20085,100084,i20,Electric,Chennai,2/10/2024,1150497,24
20086,100085,Creta,CNG,Hyderabad,8/24/2024,819699,29
20087,100086,Verna,Diesel,Mumbai,8/17/2024,1534701,1
20088,100087,Verna,Petrol,Chennai,10/23/2024,892851,46
20089,100088,Venue,Petrol,Delhi,9/5/2024,1626048,6
20090,100089,Creta,Petrol,Pune,9/20/2024,1509513,11
20091,100090,i20,Electric,Pune,6/21/2024,1381586,13
20092,100091,Venue,Electric,Delhi,7/19/2024,685793,16
20093,100092,Baleno,Petrol,Chennai,9/8/2024,559587,40
20094,100093,Creta,Petrol,Pune,11/19/2024,1396768,9
20095,100094,City,Electric,Bangalore,10/18/2024,1462683,28
20096,100095,Creta,Petrol,Delhi,4/11/2024,616291,27
20097,100096,i20,Petrol,Pune,8/5/2024,1215863,42
20098,100097,Venue,Diesel,Pune,7/19/2024,524255,32
20099,100098,Verna,Petrol,Delhi,2/18/2024,681338,39
20100,100099,i20,Petrol,Chennai,1/14/2024,1228779,40
20101,100100,Baleno,Petrol,Pune,5/10/2024,1500313,35
20102,100101,Baleno,CNG,Pune,9/5/2024,1423880,1
20103,100102,City,Electric,Chennai,7/12/2024,1559362,44
20104,100103,City,CNG,Pune,7/29/2024,510629,10
20105,100104,City,Diesel,Pune,9/10/2024,1211996,30
20106,100105,Swift,Electric,Hyderabad,3/30/2024,907153,8
20107,100106,Creta,CNG,Chennai,10/3/2024,1675925,30
20108,100107,City,Diesel,Hyderabad,5/6/2024,1215473,41
20109,100108,XUV300,Electric,Pune,10/28/2024,898355,33
20110,100109,Baleno,CNG,Pune,3/9/2024,604223,30
20111,100110,XUV300,Diesel,Bangalore,10/24/2024,1699198,28
20112,100111,City,Electric,Mumbai,8/9/2024,1256738,14
20113,100112,Venue,Petrol,Mumbai,7/20/2024,1175657,8
20114,100113,Swift,Electric,Hyderabad,6/25/2024,1208129,10
20115,100114,XUV300,Diesel,Chennai,7/5/2024,1187484,44
20116,100115,Verna,Diesel,Chennai,9/13/2024,1201361,2
20117,100116,Swift,Electric,Delhi,8/7/2024,589006,10
20118,100117,Venue,Electric,Pune,6/15/2024,1702629,48
20119,100118,Baleno,Petrol,Pune,8/16/2024,1107229,45
20120,100119,City,CNG,Bangalore,10/24/2024,1667408,32
20121,100120,i20,Diesel,Hyderabad,5/4/2024,776554,24
20122,100121,i20,Diesel,Bangalore,3/28/2024,1264368,15
20123,100122,Venue,Electric,Pune,2/19/2024,1654755,36
20124,100123,Venue,CNG,Pune,2/25/2024,750311,44
20125,100124,Venue,CNG,Pune,10/22/2024,756008,48
20126,100125,City,Diesel,Hyderabad,12/12/2024,1317233,32
20127,100126,Creta,CNG,Delhi,2/27/2024,1084240,7
20128,100127,XUV300,Electric,Hyderabad,5/17/2024,952272,18
20129,100128,Swift,CNG,Mumbai,1/21/2024,1065427,21
20130,100129,Venue,Electric,Delhi,7/18/2024,1483153,3
20131,100130,XUV300,Diesel,Delhi,12/29/2024,1403917,39
20132,100131,City,CNG,Hyderabad,2/6/2024,913532,24
20133,100132,Baleno,Diesel,Pune,4/22/2024,795902,30
20134,100133,Verna,CNG,Chennai,2/2/2024,1060964,5
20135,100134,Baleno,Diesel,Pune,9/4/2024,1555481,40
20136,100135,Venue,Electric,Delhi,7/24/2024,1124285,18
20137,100136,XUV300,CNG,Hyderabad,4/9/2024,1277707,18
20138,100137,Venue,Petrol,Chennai,8/28/2024,612594,43
20139,100138,City,CNG,Bangalore,11/13/2024,1039620,1
20140,100139,City,Diesel,Delhi,1/15/2024,804608,3
20141,100140,Creta,Diesel,Delhi,2/5/2024,1449211,40
20142,100141,i20,CNG,Delhi,7/15/2024,1700492,3
20143,100142,Verna,CNG,Chennai,11/4/2024,1535143,32
20144,100143,Creta,CNG,Chennai,3/4/2024,1692676,46
20145,100144,Baleno,Petrol,Mumbai,11/5/2024,907315,1
20146,100145,Venue,Electric,Delhi,12/21/2024,1359800,40
20147,100146,Venue,CNG,Pune,10/19/2024,1575108,3
20148,100147,Verna,CNG,Chennai,11/21/2024,1264322,25
20149,100148,City,Electric,Mumbai,4/22/2024,1206530,33
20150,100149,Swift,CNG,Bangalore,9/20/2024,1255071,3
20151,100150,Venue,CNG,Hyderabad,6/22/2024,1551456,26
20152,100151,Baleno,Diesel,Chennai,10/2/2024,1096296,32
20153,100152,Verna,Diesel,Hyderabad,6/21/2024,1059660,12
20154,100153,City,CNG,Hyderabad,5/19/2024,1071242,10
20155,100154,Venue,Diesel,Bangalore,6/15/2024,808753,35
20156,100155,Creta,Electric,Chennai,1/21/2024,856836,14
20157,100156,Baleno,Diesel,Pune,2/18/2024,671826,42
20158,100157,XUV300,CNG,Chennai,3/28/2024,691527,45
20159,100158,Swift,Diesel,Delhi,2/21/2024,505159,32
20160,100159,Verna,Petrol,Pune,10/28/2024,1600861,33
20161,100160,Swift,CNG,Pune,9/8/2024,1712648,25
20162,100161,Swift,Electric,Bangalore,5/11/2024,570325,18
20163,100162,Baleno,CNG,Hyderabad,2/18/2024,647897,34
20164,100163,Venue,CNG,Chennai,5/25/2024,1314085,42
20165,100164,Creta,CNG,Pune,4/19/2024,1569595,26
20166,100165,Swift,Diesel,Bangalore,12/9/2024,1398833,50
20167,100166,Venue,CNG,Delhi,2/9/2024,1324698,22
20168,100167,Verna,CNG,Delhi,2/26/2024,873204,23
20169,100168,Creta,Petrol,Mumbai,7/30/2024,1446814,41
20170,100169,City,CNG,Chennai,1/1/2024,1071906,48
20171,100170,Swift,CNG,Delhi,11/7/2024,1670093,50
20172,100171,Swift,Electric,Mumbai,3/7/2024,928894,14
20173,100172,Verna,Electric,Mumbai,8/16/2024,1386474,14
20174,100173,Venue,Electric,Delhi,5/15/2024,689736,10
20175,100174,Baleno,Electric,Delhi,6/10/2024,1733446,21
20176,100175,Venue,CNG,Pune,8/22/2024,827695,29
20177,100176,Verna,Diesel,Delhi,6/25/2024,721129,34
20178,100177,Creta,Electric,Chennai,7/18/2024,558971,12
20179,100178,Baleno,CNG,Delhi,6/15/2024,845644,11
20180,100179,Baleno,Diesel,Chennai,1/3/2024,968070,19
20181,100180,City,Diesel,Pune,11/23/2024,747260,47
20182,100181,Verna,CNG,Bangalore,2/27/2024,1520942,38
20183,100182,Swift,CNG,Delhi,7/11/2024,847205,4
20184,100183,XUV300,Petrol,Pune,2/7/2024,1146158,27
20185,100184,i20,Electric,Chennai,10/14/2024,1611950,21
20186,100185,Swift,CNG,Pune,8/25/2024,1486819,18
20187,100186,City,Petrol,Bangalore,1/30/2024,1274875,4
20188,100187,Verna,Diesel,Pune,11/22/2024,1241739,8
20189,100188,Baleno,Diesel,Pune,9/28/2024,1389526,17
20190,100189,City,Diesel,Delhi,8/26/2024,1603581,23
20191,100190,Swift,Petrol,Delhi,3/1/2024,843413,47
20192,100191,Creta,Electric,Mumbai,4/15/2024,1603581,11
20193,100192,Creta,Petrol,Delhi,7/24/2024,1685868,1
20194,100193,Swift,Diesel,Chennai,4/15/2024,1512896,28
20195,100194,Swift,CNG,Hyderabad,2/7/2024,1082012,19
20196,100195,Verna,Diesel,Mumbai,12/13/2024,1603544,21
20197,100196,i20,Petrol,Mumbai,6/2/2024,1255844,30
20198,100197,i20,CNG,Pune,8/25/2024,837320,2
20199,100198,Creta,CNG,Chennai,4/8/2024,577585,22
20200,100199,Verna,Electric,Mumbai,10/8/2024,1533504,50
20201,100200,i20,Diesel,Hyderabad,9/26/2024,1596783,7
20202,100201,Swift,Electric,Bangalore,12/16/2024,1115092,38
20203,100202,Verna,Electric,Hyderabad,4/4/2024,1125317,20
20204,100203,Verna,Electric,Chennai,8/1/2024,1106735,45
20205,100204,Swift,Diesel,Delhi,4/28/2024,1346624,22
20206,100205,i20,CNG,Delhi,3/27/2024,854547,16
20207,100206,i20,Diesel,Mumbai,11/1/2024,1724321,23
20208,100207,Verna,CNG,Hyderabad,3/30/2024,1428640,13
20209,100208,Creta,CNG,Hyderabad,11/28/2024,1555230,14
20210,100209,XUV300,Diesel,Mumbai,11/26/2024,1723053,43
20211,100210,Swift,Petrol,Delhi,6/17/2024,915319,36
20212,100211,Creta,Diesel,Hyderabad,11/23/2024,1564913,12
20213,100212,i20,Diesel,Bangalore,6/14/2024,1016396,37
20214,100213,City,Electric,Delhi,3/2/2024,1490204,25
20215,100214,Venue,Petrol,Mumbai,10/26/2024,1188874,21
20216,100215,Baleno,Diesel,Pune,5/26/2024,687745,15
20217,100216,City,CNG,Mumbai,11/19/2024,999689,16
20218,100217,Venue,Petrol,Chennai,4/27/2024,1140231,21
20219,100218,Verna,Diesel,Mumbai,4/11/2024,1602674,36
20220,100219,i20,Electric,Chennai,10/21/2024,794471,37
20221,100220,Venue,Diesel,Pune,3/14/2024,907278,36
20222,100221,XUV300,Diesel,Pune,2/20/2024,1748860,43
20223,100222,Venue,CNG,Pune,11/26/2024,1320131,47
20224,100223,Verna,CNG,Delhi,9/8/2024,1209102,21
20225,100224,Baleno,Petrol,Bangalore,9/5/2024,1307835,18
20226,100225,XUV300,CNG,Pune,9/5/2024,1638736,39
20227,100226,Verna,Petrol,Bangalore,4/4/2024,1022052,25
20228,100227,Venue,Diesel,Mumbai,1/17/2024,843358,38
20229,100228,Creta,Diesel,Delhi,11/27/2024,721069,35
20230,100229,Verna,Petrol,Bangalore,7/18/2024,1616398,30
20231,100230,i20,Petrol,Hyderabad,5/20/2024,798001,27
20232,100231,i20,CNG,Hyderabad,5/3/2024,1392121,46
20233,100232,Verna,Diesel,Delhi,7/30/2024,1762403,34
20234,100233,City,CNG,Delhi,11/10/2024,874401,26
20235,100234,Creta,Petrol,Bangalore,8/4/2024,1180232,9
20236,100235,City,Petrol,Mumbai,12/14/2024,936772,49
20237,100236,XUV300,Petrol,Chennai,3/13/2024,1633057,12
20238,100237,i20,CNG,Mumbai,11/4/2024,980214,42
20239,100238,XUV300,CNG,Bangalore,2/26/2024,1499800,48
20240,100239,Verna,Electric,Mumbai,12/14/2024,1347813,3
20241,100240,City,CNG,Bangalore,8/16/2024,1346831,15
20242,100241,City,CNG,Pune,8/9/2024,1106285,23
20243,100242,Verna,Diesel,Chennai,2/29/2024,1308916,7
20244,100243,XUV300,CNG,Delhi,1/28/2024,744555,19
20245,100244,XUV300,Petrol,Hyderabad,8/9/2024,1016185,48
20246,100245,City,CNG,Delhi,11/3/2024,1216339,43
20247,100246,Verna,Electric,Chennai,9/29/2024,878986,34
20248,100247,Swift,Diesel,Bangalore,8/3/2024,881653,42
20249,100248,Venue,Petrol,Hyderabad,6/16/2024,683378,45
20250,100249,Verna,CNG,Bangalore,3/8/2024,747361,20
20251,100250,Swift,CNG,Mumbai,6/5/2024,638737,9
20252,100251,Verna,Electric,Hyderabad,8/3/2024,1460019,31
20253,100252,Creta,CNG,Delhi,11/19/2024,979819,14
20254,100253,i20,Diesel,Bangalore,4/26/2024,941303,14
20255,100254,Verna,Electric,Hyderabad,5/1/2024,984197,48
20256,100255,Swift,Electric,Mumbai,6/8/2024,658526,50
20257,100256,XUV300,Petrol,Delhi,8/15/2024,749857,48
20258,100257,Swift,Diesel,Pune,4/8/2024,744958,1
20259,100258,Verna,CNG,Mumbai,1/30/2024,1352317,4
20260,100259,City,Diesel,Chennai,7/30/2024,581040,50
20261,100260,Creta,Petrol,Hyderabad,4/18/2024,1385118,43
20262,100261,Swift,CNG,Hyderabad,9/29/2024,1373559,11
20263,100262,Verna,Diesel,Pune,7/23/2024,1490014,21
20264,100263,Verna,Diesel,Bangalore,8/14/2024,1681678,2
20265,100264,Baleno,CNG,Delhi,1/8/2024,1441769,27
20266,100265,Swift,Diesel,Mumbai,5/11/2024,1538025,35
20267,100266,Verna,CNG,Hyderabad,9/4/2024,1352988,26
20268,100267,Baleno,CNG,Hyderabad,1/19/2024,703779,50
20269,100268,Verna,CNG,Pune,10/26/2024,689578,18
20270,100269,Verna,Electric,Bangalore,11/15/2024,1771159,18
20271,100270,Creta,Electric,Pune,12/21/2024,1497131,24
20272,100271,XUV300,Electric,Mumbai,3/29/2024,1051594,12
20273,100272,XUV300,Diesel,Pune,10/24/2024,1083344,5
20274,100273,Baleno,Petrol,Mumbai,5/30/2024,1178496,27
20275,100274,XUV300,Electric,Pune,7/25/2024,1600316,15
20276,100275,City,Electric,Bangalore,8/21/2024,1314870,23
20277,100276,Baleno,Petrol,Mumbai,12/24/2024,1710464,33
20278,100277,City,Petrol,Bangalore,3/22/2024,1456982,20
20279,100278,Swift,CNG,Chennai,4/1/2024,1060085,32
20280,100279,Verna,Petrol,Chennai,7/23/2024,919835,21
20281,100280,Swift,Petrol,Chennai,11/10/2024,791090,40
20282,100281,Creta,Electric,Delhi,1/27/2024,1587998,12
20283,100282,Baleno,CNG,Hyderabad,3/12/2024,734317,15
20284,100283,Venue,Electric,Chennai,4/2/2024,1404356,30
20285,100284,Verna,CNG,Chennai,5/1/2024,521350,15
20286,100285,i20,Electric,Mumbai,8/10/2024,1635204,37
20287,100286,Venue,Petrol,Hyderabad,10/21/2024,1336752,18
20288,100287,Verna,Electric,Delhi,3/24/2024,1141362,1
20289,100288,Creta,Petrol,Hyderabad,12/12/2024,1389204,24
20290,100289,Creta,CNG,Delhi,12/12/2024,1726033,31
20291,100290,i20,Diesel,Pune,3/27/2024,828547,24
20292,100291,Creta,Electric,Delhi,12/23/2024,1497068,10
20293,100292,Swift,Diesel,Mumbai,6/1/2024,1338153,18
20294,100293,City,Petrol,Delhi,10/10/2024,1373266,26
20295,100294,i20,Diesel,Pune,5/22/2024,1403597,24
20296,100295,XUV300,CNG,Delhi,12/8/2024,708308,10
20297,100296,Verna,Electric,Chennai,10/24/2024,1743239,26
20298,100297,Venue,Diesel,Bangalore,9/6/2024,1597824,14
20299,100298,Creta,Diesel,Hyderabad,6/6/2024,1436075,37
20300,100299,Baleno,Electric,Chennai,11/25/2024,1281813,44
20301,100300,i20,Petrol,Bangalore,3/6/2024,1183063,40
20302,100301,XUV300,CNG,Mumbai,11/22/2024,1231508,38
20303,100302,Swift,Diesel,Chennai,1/22/2024,1524691,1
20304,100303,Baleno,Electric,Chennai,11/10/2024,1316232,1
20305,100304,City,Diesel,Delhi,9/19/2024,1358204,27
20306,100305,i20,Electric,Pune,2/6/2024,1541094,27
20307,100306,Swift,Electric,Hyderabad,1/25/2024,1382387,49
20308,100307,i20,Diesel,Pune,11/12/2024,1166058,48
20309,100308,Verna,Diesel,Chennai,3/25/2024,1549801,30
20310,100309,XUV300,Electric,Delhi,8/28/2024,1152661,17
20311,100310,Creta,Electric,Pune,4/13/2024,1707879,28
20312,100311,XUV300,Diesel,Delhi,8/30/2024,927163,10
20313,100312,Baleno,Electric,Delhi,7/7/2024,765789,50
20314,100313,i20,Diesel,Mumbai,10/28/2024,1180686,5
20315,100314,Creta,Electric,Delhi,12/8/2024,890752,23
20316,100315,XUV300,CNG,Chennai,9/21/2024,1672928,45
20317,100316,i20,CNG,Chennai,1/3/2024,1539108,8
20318,100317,Venue,Diesel,Chennai,3/16/2024,1011000,8
20319,100318,Venue,Diesel,Chennai,6/30/2024,779677,18
20320,100319,Venue,Diesel,Bangalore,2/10/2024,1640297,1
20321,100320,XUV300,Electric,Pune,5/18/2024,651483,39
20322,100321,Baleno,Electric,Mumbai,7/30/2024,1327741,48
20323,100322,i20,CNG,Delhi,5/1/2024,1636080,50
20324,100323,i20,Electric,Chennai,11/19/2024,1712065,13
20325,100324,XUV300,Petrol,Pune,5/10/2024,687276,25
20326,100325,City,Petrol,Delhi,4/5/2024,1355869,20
20327,100326,XUV300,CNG,Delhi,10/29/2024,1028364,35
20328,100327,Venue,Petrol,Bangalore,9/5/2024,802468,43
20329,100328,Creta,Electric,Bangalore,12/21/2024,528953,22
20330,100329,Creta,Electric,Mumbai,6/16/2024,545356,1
20331,100330,XUV300,Petrol,Bangalore,9/17/2024,1779479,6
20332,100331,Creta,Electric,Chennai,6/19/2024,1340219,14
20333,100332,Creta,Diesel,Hyderabad,5/23/2024,949283,25
20334,100333,Baleno,CNG,Pune,3/18/2024,905098,50
20335,100334,i20,Diesel,Hyderabad,3/23/2024,953095,3
20336,100335,City,Diesel,Bangalore,9/2/2024,697391,12
20337,100336,Creta,Diesel,Hyderabad,1/16/2024,952153,43
20338,100337,Baleno,Electric,Bangalore,5/8/2024,1799697,35
20339,100338,i20,Petrol,Pune,12/22/2024,879006,3
20340,100339,Swift,Diesel,Mumbai,2/10/2024,1667300,32
20341,100340,Baleno,Diesel,Chennai,8/29/2024,1076925,5
20342,100341,Swift,Electric,Pune,1/22/2024,1556421,15
20343,100342,Venue,Diesel,Mumbai,12/23/2024,1468862,17
20344,100343,XUV300,Electric,Pune,12/4/2024,1124091,34
20345,100344,Verna,Electric,Bangalore,10/11/2024,1716713,26
20346,100345,Swift,Electric,Pune,12/2/2024,1756828,32
20347,100346,Swift,Diesel,Delhi,2/21/2024,1208096,25
20348,100347,Baleno,Electric,Pune,11/17/2024,1443181,30
20349,100348,Verna,Petrol,Mumbai,1/30/2024,1588413,29
20350,100349,Creta,Electric,Pune,6/6/2024,1409013,28
20351,100350,Verna,Electric,Mumbai,3/7/2024,1735886,26
20352,100351,Baleno,Petrol,Pune,5/26/2024,1009576,38
20353,100352,Verna,Electric,Mumbai,8/5/2024,1143820,42
20354,100353,Verna,CNG,Hyderabad,6/19/2024,1240714,16
20355,100354,Verna,Diesel,Hyderabad,9/27/2024,1797620,27
20356,100355,City,Electric,Delhi,1/4/2024,503950,1
20357,100356,XUV300,Diesel,Chennai,6/13/2024,855440,46
20358,100357,XUV300,Diesel,Pune,3/1/2024,1572346,20
20359,100358,i20,Petrol,Delhi,11/28/2024,1731221,41
20360,100359,Baleno,Petrol,Mumbai,4/6/2024,1455722,24
20361,100360,XUV300,CNG,Bangalore,1/12/2024,909610,43
20362,100361,i20,Electric,Mumbai,3/17/2024,792879,42
20363,100362,City,Petrol,Hyderabad,10/27/2024,715945,25
20364,100363,Baleno,CNG,Mumbai,3/5/2024,729296,28
20365,100364,Verna,Electric,Bangalore,7/1/2024,503092,45
20366,100365,i20,CNG,Bangalore,7/24/2024,575729,48
20367,100366,Swift,Diesel,Delhi,4/27/2024,1636177,41
20368,100367,Baleno,CNG,Bangalore,7/12/2024,1256266,19
20369,100368,Verna,Petrol,Mumbai,2/1/2024,898095,24
20370,100369,Venue,Electric,Delhi,3/7/2024,1764108,34
20371,100370,Baleno,Electric,Delhi,12/26/2024,943753,40
20372,100371,City,Petrol,Mumbai,5/12/2024,846827,42
20373,100372,City,CNG,Delhi,12/11/2024,961965,26
20374,100373,Verna,Electric,Mumbai,8/4/2024,1293337,39
20375,100374,Venue,Diesel,Chennai,9/9/2024,1367534,2
20376,100375,Swift,CNG,Delhi,3/12/2024,848253,3
20377,100376,i20,CNG,Delhi,10/10/2024,626331,25
20378,100377,i20,Diesel,Chennai,9/4/2024,1457089,25
20379,100378,Baleno,Petrol,Chennai,11/10/2024,948951,43
20380,100379,Baleno,Diesel,Pune,7/15/2024,1325617,20
20381,100380,XUV300,CNG,Chennai,5/11/2024,1366778,37
20382,100381,Verna,Electric,Hyderabad,2/15/2024,1058721,22
20383,100382,XUV300,Diesel,Mumbai,11/29/2024,1407459,44
20384,100383,Verna,CNG,Delhi,12/21/2024,575255,19
20385,100384,i20,CNG,Hyderabad,8/6/2024,1050465,7
20386,100385,Swift,Diesel,Pune,12/30/2024,1169264,45
20387,100386,Creta,Electric,Mumbai,6/9/2024,568212,5
20388,100387,City,CNG,Chennai,2/29/2024,517097,45
20389,100388,Swift,CNG,Hyderabad,8/20/2024,628951,8
20390,100389,i20,Diesel,Chennai,7/8/2024,725120,27
20391,100390,Verna,Diesel,Hyderabad,3/15/2024,1659024,50
20392,100391,Baleno,Diesel,Pune,7/2/2024,743058,8
20393,100392,i20,Petrol,Bangalore,5/22/2024,1193259,37
20394,100393,Swift,CNG,Mumbai,2/17/2024,574692,31
20395,100394,Venue,Diesel,Mumbai,5/4/2024,850972,9
20396,100395,Baleno,Diesel,Hyderabad,8/28/2024,1546821,43
20397,100396,i20,Diesel,Chennai,6/29/2024,629828,32
20398,100397,Baleno,Electric,Pune,1/29/2024,1582246,32
20399,100398,Venue,Diesel,Bangalore,11/24/2024,1539057,6
20400,100399,i20,Petrol,Delhi,4/25/2024,1236036,11
20401,100400,City,Petrol,Hyderabad,9/5/2024,1225259,29
20402,100401,i20,Diesel,Chennai,12/24/2024,1272319,26
20403,100402,Venue,Diesel,Hyderabad,3/1/2024,1028419,19
20404,100403,Swift,Diesel,Bangalore,6/1/2024,793468,16
20405,100404,Venue,Electric,Chennai,6/19/2024,662654,15
20406,100405,Venue,Electric,Chennai,2/25/2024,942447,28
20407,100406,Venue,Diesel,Chennai,6/30/2024,922851,48
20408,100407,Creta,Diesel,Pune,6/16/2024,555009,42
20409,100408,XUV300,Petrol,Chennai,8/23/2024,710544,33
20410,100409,Venue,Electric,Chennai,3/6/2024,857065,41
20411,100410,Swift,CNG,Chennai,10/27/2024,1379735,27
20412,100411,Baleno,Petrol,Mumbai,8/5/2024,839622,6
20413,100412,Baleno,CNG,Chennai,11/3/2024,1199891,20
20414,100413,Swift,Electric,Hyderabad,6/5/2024,1288723,8
20415,100414,Creta,Petrol,Pune,12/11/2024,693173,33
20416,100415,Baleno,CNG,Bangalore,3/5/2024,1749483,4
20417,100416,i20,CNG,Pune,1/22/2024,1119513,34
20418,100417,Verna,Diesel,Pune,5/24/2024,695622,24
20419,100418,Venue,Diesel,Chennai,7/5/2024,1613830,50
20420,100419,City,Petrol,Mumbai,10/21/2024,1518791,3
20421,100420,City,Diesel,Mumbai,10/22/2024,1416833,35
20422,100421,Creta,CNG,Pune,12/5/2024,1377495,9
20423,100422,Swift,Electric,Bangalore,5/22/2024,1614209,4
20424,100423,Swift,Petrol,Hyderabad,6/3/2024,959518,18
20425,100424,XUV300,CNG,Chennai,2/7/2024,1741228,27
20426,100425,Creta,CNG,Chennai,12/27/2024,588821,43
20427,100426,XUV300,Diesel,Hyderabad,11/8/2024,1678630,20
20428,100427,Swift,Diesel,Delhi,7/10/2024,728085,34
20429,100428,Verna,Petrol,Delhi,12/30/2024,892161,26
