SaleID,CustomerID,CarModel,FuelType,City,SaleDate,Price,SalesPersonID,SaleYear
20145,100144,Verna,Petrol,Hyderabad,2023-04-13,1060138,48,2023
20146,100145,Baleno,CNG,Pune,2023-11-09,702516,10,2023
20147,100146,i20,Electric,Mumbai,2023-01-31,610753,41,2023
20148,100147,XUV300,CNG,Mumbai,2023-02-16,1155753,3,2023
20149,100148,Swift,Electric,Hyderabad,2023-03-06,768861,26,2023
20150,100149,XUV300,Petrol,Hyderabad,2023-12-29,1599976,18,2023
20151,100150,Venue,CNG,Mumbai,2023-02-16,1133003,3,2023
20152,100151,Swift,CNG,Delhi,2023-07-16,772640,17,2023
20153,100152,Baleno,CNG,Mumbai,2023-07-14,1390933,16,2023
20154,100153,i20,CNG,Delhi,2023-09-15,1568121,26,2023
20155,100154,XUV300,Petrol,Pune,2023-10-27,1440806,34,2023
20156,100155,Swift,CNG,Hyderabad,2023-10-14,829319,13,2023
20157,100156,Verna,CNG,Mumbai,2023-07-09,1358789,23,2023
20158,100157,Baleno,Petrol,Delhi,2023-03-06,1619211,21,2023
20159,100158,Venue,CNG,Delhi,2023-08-02,1071829,21,2023
20160,100159,Swift,Petrol,Pune,2023-09-24,1165029,47,2023
20161,100160,City,Petrol,Bangalore,2023-06-16,1086389,31,2023
20162,100161,City,Electric,Mumbai,2023-08-21,1714182,4,2023
20163,100162,Swift,Electric,Chennai,2023-03-10,1028311,16,2023
20164,100163,City,CNG,Hyderabad,2023-12-26,1276228,26,2023
20165,100164,XUV300,CNG,Chennai,2023-06-07,1564392,11,2023
20166,100165,Creta,CNG,Hyderabad,2023-01-15,963747,37,2023
20167,100166,Baleno,Diesel,Bangalore,2023-03-10,1799614,4,2023
20168,100167,Venue,Petrol,Pune,2023-02-20,1048819,5,2023
20169,100168,Baleno,Petrol,Pune,2023-11-20,863577,33,2023
20170,100169,Swift,CNG,Bangalore,2023-08-10,1095071,15,2023
20171,100170,XUV300,Diesel,Bangalore,2023-04-13,1448318,44,2023
20172,100171,i20,Electric,Hyderabad,2023-07-07,652448,17,2023
20173,100172,i20,Petrol,Hyderabad,2023-07-28,1615660,50,2023
20174,100173,XUV300,Petrol,Bangalore,2023-07-14,1791519,33,2023
20175,100174,Verna,Petrol,Delhi,2023-10-24,1461447,1,2023
20176,100175,Venue,Petrol,Chennai,2023-04-08,751751,20,2023
20177,100176,City,CNG,Chennai,2023-09-20,1362845,35,2023
20178,100177,Verna,CNG,Bangalore,2023-09-23,1133151,9,2023
20179,100178,XUV300,Diesel,Chennai,2023-09-17,841775,17,2023
20180,100179,Swift,Electric,Hyderabad,2023-11-22,1686796,3,2023
20181,100180,Verna,Electric,Delhi,2023-07-08,538442,6,2023
20182,100181,Swift,Electric,Delhi,2023-02-16,1473843,18,2023
20183,100182,XUV300,CNG,Bangalore,2023-07-10,1456612,8,2023
20184,100183,City,Diesel,Bangalore,2023-09-05,810924,2,2023
20185,100184,Venue,CNG,Pune,2023-03-30,1736432,19,2023
20186,100185,Venue,CNG,Hyderabad,2023-07-31,1382384,45,2023
20187,100186,Verna,CNG,Bangalore,2023-05-21,951861,46,2023
20188,100187,Verna,Electric,Mumbai,2023-09-09,635142,9,2023
20189,100188,Creta,Diesel,Hyderabad,2023-04-16,554811,7,2023
20190,100189,Creta,Electric,Mumbai,2023-05-10,1337036,42,2023
20191,100190,Swift,Petrol,Bangalore,2023-04-06,1783230,4,2023
20192,100191,i20,Electric,Delhi,2023-10-09,598639,42,2023
20193,100192,Verna,Petrol,Delhi,2023-02-22,1084588,12,2023
20194,100193,Swift,Diesel,Hyderabad,2023-09-03,682856,25,2023
20195,100194,XUV300,CNG,Hyderabad,2023-03-05,1564972,32,2023
20196,100195,Baleno,Electric,Mumbai,2023-07-21,812755,25,2023
20197,100196,i20,Diesel,Chennai,2023-11-11,1040246,27,2023
20198,100197,Venue,Electric,Hyderabad,2023-10-02,1642519,14,2023
20199,100198,City,Electric,Mumbai,2023-11-16,517955,49,2023
20200,100199,City,CNG,Mumbai,2023-12-03,1633586,41,2023
20201,100200,Venue,Petrol,Pune,2023-08-14,1565382,18,2023
20202,100201,i20,Electric,Pune,2023-05-19,773052,17,2023
20203,100202,Verna,Petrol,Chennai,2023-04-10,1777125,33,2023
20204,100203,Verna,CNG,Delhi,2023-03-18,1506941,45,2023
20205,100204,Venue,Electric,Pune,2023-06-06,1545971,24,2023
20206,100205,XUV300,Diesel,Delhi,2023-11-03,869431,39,2023
20207,100206,XUV300,Diesel,Mumbai,2023-04-03,1556852,21,2023
20208,100207,Creta,Diesel,Delhi,2023-09-28,1535428,31,2023
20209,100208,Baleno,Diesel,Pune,2023-06-18,1037855,15,2023
20210,100209,Swift,Diesel,Hyderabad,2023-02-15,743557,15,2023
20211,100210,i20,CNG,Bangalore,2023-10-16,1187112,1,2023
20212,100211,Venue,Diesel,Mumbai,2023-01-11,970832,18,2023
20213,100212,City,CNG,Chennai,2023-12-15,1587226,25,2023
20214,100213,Baleno,CNG,Delhi,2023-01-12,792429,8,2023
20215,100214,Creta,Petrol,Delhi,2023-05-09,662267,6,2023
20216,100215,Venue,CNG,Pune,2023-02-22,1064841,34,2023
20217,100216,City,Petrol,Mumbai,2023-01-26,791577,26,2023
20218,100217,i20,Petrol,Hyderabad,2023-07-10,1189588,18,2023
20219,100218,City,Petrol,Delhi,2023-01-05,764031,39,2023
20220,100219,Verna,Petrol,Hyderabad,2023-05-19,1709310,40,2023
20221,100220,XUV300,Electric,Chennai,2023-09-28,1325797,20,2023
20222,100221,Venue,Diesel,Mumbai,2023-04-23,1758482,33,2023
20223,100222,Creta,Diesel,Pune,2023-02-26,1411447,18,2023
20224,100223,Swift,CNG,Chennai,2023-10-07,1068190,34,2023
20225,100224,XUV300,Diesel,Bangalore,2023-05-15,717586,48,2023
20226,100225,Baleno,CNG,Chennai,2023-07-11,1664940,47,2023
20227,100226,Swift,CNG,Bangalore,2023-09-17,777266,10,2023
20228,100227,Creta,Diesel,Bangalore,2023-02-08,1203520,24,2023
20229,100228,Creta,Diesel,Bangalore,2023-05-30,1422154,26,2023
20230,100229,Creta,CNG,Delhi,2023-03-02,1766017,1,2023
20231,100230,Swift,Diesel,Bangalore,2023-10-03,1678418,7,2023
20232,100231,Swift,Electric,Chennai,2023-08-24,1385583,18,2023
20233,100232,Verna,Electric,Chennai,2023-07-09,1468858,4,2023
20234,100233,XUV300,Petrol,Hyderabad,2023-02-20,501237,3,2023
20235,100234,Creta,CNG,Chennai,2023-02-26,1068125,37,2023
20236,100235,City,Electric,Hyderabad,2023-12-02,1014165,40,2023
20237,100236,Baleno,CNG,Pune,2023-05-03,744115,50,2023
20238,100237,City,Electric,Hyderabad,2023-01-21,1226151,17,2023
20239,100238,Swift,Electric,Bangalore,2023-12-03,1289165,23,2023
20240,100239,City,Electric,Hyderabad,2023-05-31,999247,41,2023
20241,100240,Creta,Petrol,Delhi,2023-11-09,738029,33,2023
20242,100241,XUV300,CNG,Hyderabad,2023-03-30,754766,38,2023
20243,100242,XUV300,Diesel,Bangalore,2023-01-12,866396,26,2023
20244,100243,Baleno,Diesel,Delhi,2023-04-27,1190064,43,2023
20245,100244,XUV300,Electric,Delhi,2023-05-06,1533109,42,2023
20246,100245,i20,Electric,Bangalore,2023-12-06,1336465,35,2023
20247,100246,XUV300,CNG,Pune,2023-03-03,814323,1,2023
20248,100247,Verna,Petrol,Mumbai,2023-07-12,656418,12,2023
20249,100248,Verna,CNG,Pune,2023-08-23,823566,34,2023
20250,100249,Venue,Petrol,Bangalore,2023-02-24,1331620,41,2023
20251,100250,i20,Electric,Mumbai,2023-12-27,1641109,16,2023
20252,100251,Creta,Diesel,Delhi,2023-08-05,1001534,5,2023
20253,100252,Creta,Diesel,Bangalore,2023-10-02,1727573,2,2023
20254,100253,i20,Electric,Pune,2023-09-20,584841,34,2023
20255,100254,Baleno,Diesel,Bangalore,2023-04-08,1475064,8,2023
20256,100255,Swift,Electric,Mumbai,2023-10-18,1674326,7,2023
20257,100256,XUV300,Petrol,Chennai,2023-11-25,1001624,50,2023
20258,100257,Swift,CNG,Bangalore,2023-01-07,1083160,47,2023
20259,100258,Creta,Diesel,Chennai,2023-08-01,1167565,50,2023
20260,100259,XUV300,Electric,Chennai,2023-10-01,851520,45,2023
20261,100260,Verna,Diesel,Bangalore,2023-07-22,1083911,24,2023
20262,100261,Venue,CNG,Pune,2023-03-19,675455,47,2023
20263,100262,City,Diesel,Delhi,2023-07-04,1034794,17,2023
20264,100263,Verna,CNG,Chennai,2023-06-28,1480966,1,2023
20265,100264,Creta,CNG,Pune,2023-03-18,912098,5,2023
20266,100265,i20,Electric,Hyderabad,2023-10-24,1002956,37,2023
20267,100266,XUV300,Electric,Hyderabad,2023-03-13,910700,6,2023
20268,100267,Baleno,Diesel,Hyderabad,2023-11-17,620638,2,2023
20269,100268,Verna,Electric,Hyderabad,2023-07-27,788263,38,2023
20270,100269,Creta,Petrol,Pune,2023-11-02,1300417,9,2023
20271,100270,i20,Electric,Delhi,2023-05-27,873929,15,2023
20272,100271,Creta,CNG,Bangalore,2023-06-02,1622738,19,2023
20273,100272,Venue,Diesel,Hyderabad,2023-02-15,1471930,2,2023
20274,100273,Baleno,CNG,Bangalore,2023-05-29,1034556,40,2023
20275,100274,Swift,CNG,Pune,2023-01-30,777597,41,2023
20276,100275,Baleno,Electric,Hyderabad,2023-02-22,1729978,16,2023
20277,100276,Verna,Petrol,Hyderabad,2023-04-17,944962,25,2023
20278,100277,Creta,CNG,Hyderabad,2023-12-05,507616,46,2023
20279,100278,i20,Electric,Hyderabad,2023-03-03,1510891,35,2023
20280,100279,i20,CNG,Mumbai,2023-11-11,851848,43,2023
20281,100280,i20,Electric,Delhi,2023-12-10,1383303,26,2023
20282,100281,XUV300,Petrol,Hyderabad,2023-05-20,771790,12,2023
20283,100282,Swift,Electric,Mumbai,2023-10-14,1524365,14,2023
20284,100283,City,Diesel,Mumbai,2023-07-21,661718,44,2023
20285,100284,Verna,Electric,Pune,2023-01-22,863270,39,2023
20286,100285,i20,Electric,Chennai,2023-09-15,1256120,13,2023
20287,100286,City,Petrol,Delhi,2023-04-30,608629,30,2023
20288,100287,Creta,Diesel,Delhi,2023-01-23,1483891,3,2023
20289,100288,Baleno,Electric,Mumbai,2023-10-26,1338743,33,2023
20290,100289,Venue,Electric,Delhi,2023-10-21,1238599,31,2023
20291,100290,XUV300,Petrol,Bangalore,2023-01-26,1138804,38,2023
20292,100291,Creta,CNG,Mumbai,2023-06-12,1773289,50,2023
20293,100292,Verna,Electric,Chennai,2023-07-04,549556,37,2023
20294,100293,Baleno,Petrol,Chennai,2023-10-25,1610545,1,2023
20295,100294,City,CNG,Delhi,2023-02-21,1655285,3,2023
20296,100295,City,Petrol,Bangalore,2023-11-23,675660,35,2023
20297,100296,City,Petrol,Pune,2023-08-17,1181637,24,2023
20298,100297,Creta,Diesel,Chennai,2023-04-20,726254,26,2023
20299,100298,Verna,CNG,Delhi,2023-06-12,1044785,39,2023
20300,100299,Swift,Petrol,Hyderabad,2023-07-08,1017258,17,2023
20301,100300,Venue,Petrol,Mumbai,2023-07-23,857329,18,2023
20302,100301,Baleno,Diesel,Delhi,2023-07-31,1655185,47,2023
20303,100302,Venue,Diesel,Pune,2023-11-25,707252,18,2023
20304,100303,Swift,CNG,Pune,2023-09-03,1640150,5,2023
20305,100304,City,CNG,Delhi,2023-10-09,1582495,9,2023
20306,100305,XUV300,CNG,Hyderabad,2023-01-19,578199,2,2023
20307,100306,Verna,Diesel,Chennai,2023-06-11,585199,46,2023
20308,100307,Verna,Diesel,Pune,2023-10-29,988298,8,2023
20309,100308,Creta,Petrol,Hyderabad,2023-10-28,1059094,30,2023
20310,100309,Swift,CNG,Bangalore,2023-04-11,1202389,40,2023
20311,100310,i20,Petrol,Mumbai,2023-07-01,1524965,3,2023
20312,100311,Venue,Petrol,Mumbai,2023-03-26,982532,49,2023
20313,100312,Creta,Petrol,Chennai,2023-02-13,919958,14,2023
20314,100313,Venue,Diesel,Bangalore,2023-08-15,1560935,24,2023
20315,100314,Verna,Petrol,Pune,2023-06-16,1746379,12,2023
20316,100315,Venue,Electric,Chennai,2023-04-07,1494094,24,2023
20317,100316,XUV300,Petrol,Mumbai,2023-01-12,1712078,43,2023
20318,100317,Verna,CNG,Delhi,2023-11-14,655319,42,2023
20319,100318,i20,Electric,Chennai,2023-08-04,1681985,43,2023
20320,100319,XUV300,Electric,Chennai,2023-10-09,1488125,11,2023
20321,100320,Venue,Electric,Chennai,2023-05-18,1631854,17,2023
20322,100321,Venue,Petrol,Chennai,2023-05-11,596150,30,2023
20323,100322,City,Diesel,Chennai,2023-08-23,1431462,14,2023
20324,100323,XUV300,CNG,Hyderabad,2023-12-25,803741,25,2023
20325,100324,Swift,Petrol,Delhi,2023-08-12,517176,17,2023
20326,100325,Swift,CNG,Bangalore,2023-10-05,531375,21,2023
20327,100326,Venue,Petrol,Pune,2023-06-23,671414,22,2023
20328,100327,Baleno,Diesel,Hyderabad,2023-03-03,1117168,27,2023
20329,100328,City,Diesel,Mumbai,2023-11-08,883745,49,2023
20330,100329,City,CNG,Delhi,2023-09-16,1292756,27,2023
20331,100330,XUV300,Petrol,Pune,2023-09-27,1355028,15,2023
20332,100331,Swift,Diesel,Hyderabad,2023-11-08,970925,16,2023
20333,100332,Verna,Diesel,Chennai,2023-07-22,818731,47,2023
20334,100333,City,Petrol,Hyderabad,2023-06-03,1144375,29,2023
20335,100334,Creta,Diesel,Mumbai,2023-09-12,1277538,28,2023
20336,100335,City,Electric,Delhi,2023-10-11,1766178,8,2023
20337,100336,Venue,CNG,Bangalore,2023-10-26,523683,20,2023
20338,100337,XUV300,Petrol,Chennai,2023-02-14,962564,39,2023
20339,100338,Venue,Electric,Delhi,2023-11-26,983513,4,2023
20340,100339,Creta,Diesel,Delhi,2023-02-22,601345,5,2023
20341,100340,Swift,Petrol,Bangalore,2023-04-22,544122,5,2023
20342,100341,Swift,Petrol,Chennai,2023-01-29,1211206,22,2023
20343,100342,Swift,Diesel,Bangalore,2023-01-10,919660,18,2023
20344,100343,Venue,Diesel,Pune,2023-06-01,941972,26,2023
20345,100344,i20,Electric,Mumbai,2023-01-31,1195006,21,2023
20346,100345,Baleno,Petrol,Chennai,2023-07-28,888073,33,2023
20347,100346,Baleno,Diesel,Pune,2023-11-24,971634,12,2023
20348,100347,Baleno,Petrol,Delhi,2023-06-05,806810,5,2023
20349,100348,Creta,Diesel,Mumbai,2023-08-15,1100274,23,2023
20350,100349,Baleno,Electric,Pune,2023-01-30,977747,43,2023
20351,100350,Baleno,Petrol,Pune,2023-04-05,613340,48,2023
20352,100351,Baleno,Diesel,Delhi,2023-03-01,1028744,34,2023
20353,100352,i20,Petrol,Hyderabad,2023-08-05,1027994,49,2023
20354,100353,City,CNG,Delhi,2023-04-10,1452662,49,2023
20355,100354,Verna,Electric,Mumbai,2023-12-04,1393583,16,2023
20356,100355,City,Diesel,Chennai,2023-09-08,738736,16,2023
20357,100356,Verna,CNG,Chennai,2023-02-07,1137138,22,2023
20358,100357,Verna,Electric,Delhi,2023-07-09,1237954,21,2023
20359,100358,XUV300,Petrol,Delhi,2023-07-22,767061,20,2023
20360,100359,Venue,Diesel,Chennai,2023-03-28,813514,11,2023
20361,100360,Creta,Diesel,Pune,2023-08-23,667119,40,2023
20362,100361,i20,CNG,Hyderabad,2023-05-10,1161048,11,2023
20363,100362,XUV300,CNG,Mumbai,2023-05-22,1398333,10,2023
20364,100363,City,Electric,Mumbai,2023-10-09,826750,44,2023
20365,100364,Baleno,Diesel,Bangalore,2023-06-11,1621151,3,2023
20366,100365,i20,CNG,Hyderabad,2023-01-24,1267732,33,2023
20367,100366,City,CNG,Hyderabad,2023-07-01,752528,12,2023
20368,100367,Swift,CNG,Chennai,2023-07-12,940754,4,2023
20369,100368,Venue,CNG,Chennai,2023-05-07,1345058,16,2023
20370,100369,Swift,Diesel,Delhi,2023-07-04,1692138,1,2023
20371,100370,Baleno,Diesel,Pune,2023-04-11,1273611,33,2023
20372,100371,Creta,Diesel,Pune,2023-05-17,658118,20,2023
20373,100372,Verna,Electric,Chennai,2023-10-21,1573217,31,2023
20374,100373,City,Diesel,Bangalore,2023-04-04,655521,18,2023
20375,100374,i20,Diesel,Pune,2023-04-16,936728,2,2023
20376,100375,XUV300,CNG,Pune,2023-03-25,603364,24,2023
20377,100376,i20,Diesel,Mumbai,2023-02-12,1425369,42,2023
20378,100377,i20,CNG,Pune,2023-12-02,1706133,45,2023
20379,100378,Swift,Diesel,Delhi,2023-12-10,1507394,36,2023
20380,100379,Swift,CNG,Bangalore,2023-01-19,1672640,23,2023
20381,100380,XUV300,Petrol,Chennai,2023-03-11,1168648,43,2023
20382,100381,Venue,CNG,Chennai,2023-10-18,687901,31,2023
20383,100382,Verna,Petrol,Delhi,2023-06-23,631976,43,2023
20384,100383,City,Petrol,Pune,2023-11-27,1186748,15,2023
20385,100384,Venue,CNG,Delhi,2023-06-10,1522538,27,2023
20386,100385,Venue,Diesel,Hyderabad,2023-01-07,1109816,4,2023
20387,100386,Verna,Electric,Chennai,2023-03-01,955931,18,2023
20388,100387,XUV300,CNG,Chennai,2023-07-02,1036671,44,2023
20389,100388,City,Diesel,Delhi,2023-03-30,698393,26,2023
20390,100389,i20,Electric,Bangalore,2023-07-02,814676,31,2023
20391,100390,i20,Petrol,Hyderabad,2023-12-24,1019279,6,2023
20392,100391,Swift,Electric,Chennai,2023-02-06,1515562,45,2023
