SaleID,CustomerID,CarModel,FuelType,City,SaleDate,Price,SalesPersonID
20049,100048,Baleno,Diesel,Chennai,7/13/2023,671428,18
20050,100049,Venue,Petrol,Bangalore,7/6/2023,1081294,7
20051,100050,Venue,Petrol,Chennai,1/24/2023,530509,6
20052,100051,Baleno,Petrol,Pune,7/31/2023,1002547,38
20053,100052,Creta,Petrol,Bangalore,8/4/2023,851028,44
20054,100053,Creta,Petrol,Bangalore,5/4/2023,1293304,35
20055,100054,Venue,Electric,Delhi,5/31/2023,709986,14
20056,100055,City,Petrol,Mumbai,11/30/2023,522032,19
20057,100056,City,Electric,Bangalore,11/2/2023,1156997,26
20058,100057,Baleno,CNG,Chennai,2/2/2023,1456003,8
20059,100058,i20,Electric,Hyderabad,5/9/2023,1246223,17
20060,100059,i20,CNG,Pune,4/4/2023,1016698,24
20061,100060,Venue,Petrol,Bangalore,2/11/2023,689768,42
20062,100061,City,Diesel,Bangalore,10/22/2023,1143373,3
20063,100062,Creta,CNG,Chennai,6/17/2023,1135037,16
20064,100063,Baleno,Petrol,Pune,6/21/2023,961699,2
20065,100064,Verna,Petrol,Delhi,5/5/2023,1655960,5
20066,100065,Swift,Petrol,Delhi,2/8/2023,1253278,32
20067,100066,Creta,Petrol,Chennai,8/29/2023,1188062,5
20068,100067,Creta,Diesel,Pune,9/18/2023,796827,21
20069,100068,Baleno,CNG,Pune,6/6/2023,933566,10
20070,100069,Swift,CNG,Chennai,10/7/2023,1659623,48
20071,100070,i20,Diesel,Delhi,12/20/2023,1407307,35
20072,100071,Swift,Diesel,Delhi,3/22/2023,635086,44
20073,100072,Verna,CNG,Chennai,8/17/2023,1421486,35
20074,100073,Swift,Electric,Delhi,8/21/2023,859698,17
20075,100074,Swift,Electric,Chennai,9/6/2023,539659,4
20076,100075,City,Diesel,Chennai,12/21/2023,762414,9
20077,100076,Venue,Electric,Chennai,5/13/2023,1341130,12
20078,100077,Baleno,Diesel,Bangalore,11/10/2023,515680,12
20079,100078,City,Electric,Hyderabad,9/28/2023,973391,16
20080,100079,XUV300,Electric,Pune,6/10/2023,1364542,22
20081,100080,Venue,Diesel,Mumbai,10/14/2023,650054,49
20082,100081,City,Diesel,Chennai,9/19/2023,927492,20
20083,100082,Venue,CNG,Pune,6/2/2023,1474710,39
20084,100083,Baleno,Electric,Pune,2/13/2023,826692,17
20085,100084,i20,Petrol,Bangalore,8/7/2023,1325454,46
20086,100085,City,Electric,Chennai,11/23/2023,845606,35
20087,100086,Baleno,CNG,Hyderabad,1/21/2023,711909,18
20088,100087,Creta,Petrol,Bangalore,2/12/2023,1005393,25
20089,100088,Verna,Diesel,Delhi,8/10/2023,1418823,9
20090,100089,XUV300,Diesel,Mumbai,11/15/2023,1404418,39
20091,100090,Verna,Petrol,Hyderabad,10/1/2023,1119657,18
20092,100091,Verna,Petrol,Pune,5/8/2023,1608057,29
20093,100092,Swift,Petrol,Hyderabad,10/24/2023,1770093,16
20094,100093,i20,Diesel,Delhi,5/14/2023,811239,35
20095,100094,Venue,CNG,Chennai,4/13/2023,1026138,44
20096,100095,Creta,CNG,Bangalore,8/17/2023,1380733,8
20097,100096,Verna,Diesel,Delhi,4/17/2023,726784,2
20098,100097,Swift,CNG,Hyderabad,3/2/2023,786458,5
20099,100098,City,CNG,Bangalore,9/14/2023,1554935,44
20100,100099,City,Petrol,Mumbai,7/2/2023,1427600,46
20101,100100,City,CNG,Chennai,8/19/2023,1337608,22
20102,100101,XUV300,Petrol,Hyderabad,12/16/2023,1291796,25
20103,100102,Swift,CNG,Hyderabad,4/15/2023,1754441,47
20104,100103,i20,Electric,Chennai,9/19/2023,1584044,27
20105,100104,Venue,Diesel,Bangalore,12/31/2023,1613495,13
20106,100105,Swift,Electric,Chennai,7/4/2023,1393113,26
20107,100106,Baleno,Electric,Hyderabad,6/22/2023,1019320,41
20108,100107,Venue,Petrol,Bangalore,11/29/2023,827333,41
20109,100108,Venue,Diesel,Mumbai,7/23/2023,1769746,1
20110,100109,Venue,Electric,Hyderabad,6/28/2023,1641368,20
20111,100110,XUV300,CNG,Bangalore,3/19/2023,855722,30
20112,100111,Swift,CNG,Chennai,9/19/2023,706842,48
20113,100112,Verna,Petrol,Delhi,10/30/2023,640506,43
20114,100113,Swift,Diesel,Chennai,8/15/2023,838956,45
20115,100114,Verna,CNG,Chennai,2/17/2023,1138379,14
20116,100115,i20,Diesel,Delhi,9/28/2023,1064279,5
20117,100116,City,Electric,Chennai,2/8/2023,1669478,48
20118,100117,Creta,CNG,Hyderabad,1/26/2023,1666524,18
20119,100118,i20,Electric,Chennai,7/2/2023,1338264,12
20120,100119,Venue,CNG,Hyderabad,9/5/2023,966235,17
20121,100120,i20,Petrol,Chennai,11/9/2023,1344310,21
20122,100121,i20,CNG,Pune,8/10/2023,652126,41
20123,100122,XUV300,Diesel,Chennai,3/26/2023,1049420,30
20124,100123,Creta,Diesel,Pune,9/27/2023,1424175,24
20125,100124,Verna,Diesel,Mumbai,6/8/2023,932410,46
20126,100125,Venue,Petrol,Mumbai,12/15/2023,977353,26
20127,100126,XUV300,Petrol,Pune,6/14/2023,594331,4
20128,100127,Swift,Diesel,Hyderabad,11/2/2023,572799,32
20129,100128,XUV300,CNG,Hyderabad,12/27/2023,1075824,8
20130,100129,Creta,Petrol,Pune,11/10/2023,1338243,15
20131,100130,XUV300,Electric,Pune,9/11/2023,985946,16
20132,100131,XUV300,Electric,Pune,5/26/2023,1447277,46
20133,100132,City,Electric,Chennai,5/13/2023,732669,14
20134,100133,Swift,Petrol,Mumbai,2/10/2023,1507468,21
20135,100134,Venue,Diesel,Bangalore,7/16/2023,835686,49
20136,100135,Creta,Petrol,Mumbai,11/27/2023,1312167,10
20137,100136,Swift,Electric,Delhi,12/7/2023,772585,6
20138,100137,Venue,Petrol,Mumbai,8/25/2023,1626129,4
20139,100138,Creta,Petrol,Delhi,9/26/2023,746282,28
20140,100139,i20,Petrol,Bangalore,2/16/2023,773283,48
20141,100140,i20,Electric,Bangalore,5/23/2023,1191651,41
20142,100141,Venue,Diesel,Pune,5/18/2023,626215,38
20143,100142,Creta,CNG,Bangalore,10/30/2023,1769516,45
20144,100143,Swift,CNG,Chennai,10/14/2023,1365389,35
20145,100144,Verna,Petrol,Hyderabad,4/13/2023,1060138,48
20146,100145,Baleno,CNG,Pune,11/9/2023,702516,10
20147,100146,i20,Electric,Mumbai,1/31/2023,610753,41
20148,100147,XUV300,CNG,Mumbai,2/16/2023,1155753,3
20149,100148,Swift,Electric,Hyderabad,3/6/2023,768861,26
20150,100149,XUV300,Petrol,Hyderabad,12/29/2023,1599976,18
20151,100150,Venue,CNG,Mumbai,2/16/2023,1133003,3
20152,100151,Swift,CNG,Delhi,7/16/2023,772640,17
20153,100152,Baleno,CNG,Mumbai,7/14/2023,1390933,16
20154,100153,i20,CNG,Delhi,9/15/2023,1568121,26
20155,100154,XUV300,Petrol,Pune,10/27/2023,1440806,34
20156,100155,Swift,CNG,Hyderabad,10/14/2023,829319,13
20157,100156,Verna,CNG,Mumbai,7/9/2023,1358789,23
20158,100157,Baleno,Petrol,Delhi,3/6/2023,1619211,21
20159,100158,Venue,CNG,Delhi,8/2/2023,1071829,21
20160,100159,Swift,Petrol,Pune,9/24/2023,1165029,47
20161,100160,City,Petrol,Bangalore,6/16/2023,1086389,31
20162,100161,City,Electric,Mumbai,8/21/2023,1714182,4
20163,100162,Swift,Electric,Chennai,3/10/2023,1028311,16
20164,100163,City,CNG,Hyderabad,12/26/2023,1276228,26
20165,100164,XUV300,CNG,Chennai,6/7/2023,1564392,11
20166,100165,Creta,CNG,Hyderabad,1/15/2023,963747,37
20167,100166,Baleno,Diesel,Bangalore,3/10/2023,1799614,4
20168,100167,Venue,Petrol,Pune,2/20/2023,1048819,5
20169,100168,Baleno,Petrol,Pune,11/20/2023,863577,33
20170,100169,Swift,CNG,Bangalore,8/10/2023,1095071,15
20171,100170,XUV300,Diesel,Bangalore,4/13/2023,1448318,44
20172,100171,i20,Electric,Hyderabad,7/7/2023,652448,17
20173,100172,i20,Petrol,Hyderabad,7/28/2023,1615660,50
20174,100173,XUV300,Petrol,Bangalore,7/14/2023,1791519,33
20175,100174,Verna,Petrol,Delhi,10/24/2023,1461447,1
20176,100175,Venue,Petrol,Chennai,4/8/2023,751751,20
20177,100176,City,CNG,Chennai,9/20/2023,1362845,35
20178,100177,Verna,CNG,Bangalore,9/23/2023,1133151,9
20179,100178,XUV300,Diesel,Chennai,9/17/2023,841775,17
20180,100179,Swift,Electric,Hyderabad,11/22/2023,1686796,3
20181,100180,Verna,Electric,Delhi,7/8/2023,538442,6
20182,100181,Swift,Electric,Delhi,2/16/2023,1473843,18
20183,100182,XUV300,CNG,Bangalore,7/10/2023,1456612,8
20184,100183,City,Diesel,Bangalore,9/5/2023,810924,2
20185,100184,Venue,CNG,Pune,3/30/2023,1736432,19
20186,100185,Venue,CNG,Hyderabad,7/31/2023,1382384,45
20187,100186,Verna,CNG,Bangalore,5/21/2023,951861,46
20188,100187,Verna,Electric,Mumbai,9/9/2023,635142,9
20189,100188,Creta,Diesel,Hyderabad,4/16/2023,554811,7
20190,100189,Creta,Electric,Mumbai,5/10/2023,1337036,42
20191,100190,Swift,Petrol,Bangalore,4/6/2023,1783230,4
20192,100191,i20,Electric,Delhi,10/9/2023,598639,42
20193,100192,Verna,Petrol,Delhi,2/22/2023,1084588,12
20194,100193,Swift,Diesel,Hyderabad,9/3/2023,682856,25
20195,100194,XUV300,CNG,Hyderabad,3/5/2023,1564972,32
20196,100195,Baleno,Electric,Mumbai,7/21/2023,812755,25
20197,100196,i20,Diesel,Chennai,11/11/2023,1040246,27
20198,100197,Venue,Electric,Hyderabad,10/2/2023,1642519,14
20199,100198,City,Electric,Mumbai,11/16/2023,517955,49
20200,100199,City,CNG,Mumbai,12/3/2023,1633586,41
20201,100200,Venue,Petrol,Pune,8/14/2023,1565382,18
20202,100201,i20,Electric,Pune,5/19/2023,773052,17
20203,100202,Verna,Petrol,Chennai,4/10/2023,1777125,33
20204,100203,Verna,CNG,Delhi,3/18/2023,1506941,45
20205,100204,Venue,Electric,Pune,6/6/2023,1545971,24
20206,100205,XUV300,Diesel,Delhi,11/3/2023,869431,39
20207,100206,XUV300,Diesel,Mumbai,4/3/2023,1556852,21
20208,100207,Creta,Diesel,Delhi,9/28/2023,1535428,31
20209,100208,Baleno,Diesel,Pune,6/18/2023,1037855,15
20210,100209,Swift,Diesel,Hyderabad,2/15/2023,743557,15
20211,100210,i20,CNG,Bangalore,10/16/2023,1187112,1
20212,100211,Venue,Diesel,Mumbai,1/11/2023,970832,18
20213,100212,City,CNG,Chennai,12/15/2023,1587226,25
20214,100213,Baleno,CNG,Delhi,1/12/2023,792429,8
20215,100214,Creta,Petrol,Delhi,5/9/2023,662267,6
20216,100215,Venue,CNG,Pune,2/22/2023,1064841,34
20217,100216,City,Petrol,Mumbai,1/26/2023,791577,26
20218,100217,i20,Petrol,Hyderabad,7/10/2023,1189588,18
20219,100218,City,Petrol,Delhi,1/5/2023,764031,39
20220,100219,Verna,Petrol,Hyderabad,5/19/2023,1709310,40
20221,100220,XUV300,Electric,Chennai,9/28/2023,1325797,20
20222,100221,Venue,Diesel,Mumbai,4/23/2023,1758482,33
20223,100222,Creta,Diesel,Pune,2/26/2023,1411447,18
20224,100223,Swift,CNG,Chennai,10/7/2023,1068190,34
20225,100224,XUV300,Diesel,Bangalore,5/15/2023,717586,48
20226,100225,Baleno,CNG,Chennai,7/11/2023,1664940,47
20227,100226,Swift,CNG,Bangalore,9/17/2023,777266,10
20228,100227,Creta,Diesel,Bangalore,2/8/2023,1203520,24
20229,100228,Creta,Diesel,Bangalore,5/30/2023,1422154,26
20230,100229,Creta,CNG,Delhi,3/2/2023,1766017,1
20231,100230,Swift,Diesel,Bangalore,10/3/2023,1678418,7
20232,100231,Swift,Electric,Chennai,8/24/2023,1385583,18
20233,100232,Verna,Electric,Chennai,7/9/2023,1468858,4
20234,100233,XUV300,Petrol,Hyderabad,2/20/2023,501237,3
20235,100234,Creta,CNG,Chennai,2/26/2023,1068125,37
20236,100235,City,Electric,Hyderabad,12/2/2023,1014165,40
20237,100236,Baleno,CNG,Pune,5/3/2023,744115,50
20238,100237,City,Electric,Hyderabad,1/21/2023,1226151,17
20239,100238,Swift,Electric,Bangalore,12/3/2023,1289165,23
20240,100239,City,Electric,Hyderabad,5/31/2023,999247,41
20241,100240,Creta,Petrol,Delhi,11/9/2023,738029,33
20242,100241,XUV300,CNG,Hyderabad,3/30/2023,754766,38
20243,100242,XUV300,Diesel,Bangalore,1/12/2023,866396,26
20244,100243,Baleno,Diesel,Delhi,4/27/2023,1190064,43
20245,100244,XUV300,Electric,Delhi,5/6/2023,1533109,42
20246,100245,i20,Electric,Bangalore,12/6/2023,1336465,35
20247,100246,XUV300,CNG,Pune,3/3/2023,814323,1
20248,100247,Verna,Petrol,Mumbai,7/12/2023,656418,12
20249,100248,Verna,CNG,Pune,8/23/2023,823566,34
20250,100249,Venue,Petrol,Bangalore,2/24/2023,1331620,41
20251,100250,i20,Electric,Mumbai,12/27/2023,1641109,16
20252,100251,Creta,Diesel,Delhi,8/5/2023,1001534,5
20253,100252,Creta,Diesel,Bangalore,10/2/2023,1727573,2
20254,100253,i20,Electric,Pune,9/20/2023,584841,34
20255,100254,Baleno,Diesel,Bangalore,4/8/2023,1475064,8
20256,100255,Swift,Electric,Mumbai,10/18/2023,1674326,7
20257,100256,XUV300,Petrol,Chennai,11/25/2023,1001624,50
20258,100257,Swift,CNG,Bangalore,1/7/2023,1083160,47
20259,100258,Creta,Diesel,Chennai,8/1/2023,1167565,50
20260,100259,XUV300,Electric,Chennai,10/1/2023,851520,45
20261,100260,Verna,Diesel,Bangalore,7/22/2023,1083911,24
20262,100261,Venue,CNG,Pune,3/19/2023,675455,47
20263,100262,City,Diesel,Delhi,7/4/2023,1034794,17
20264,100263,Verna,CNG,Chennai,6/28/2023,1480966,1
20265,100264,Creta,CNG,Pune,3/18/2023,912098,5
20266,100265,i20,Electric,Hyderabad,10/24/2023,1002956,37
20267,100266,XUV300,Electric,Hyderabad,3/13/2023,910700,6
20268,100267,Baleno,Diesel,Hyderabad,11/17/2023,620638,2
20269,100268,Verna,Electric,Hyderabad,7/27/2023,788263,38
20270,100269,Creta,Petrol,Pune,11/2/2023,1300417,9
20271,100270,i20,Electric,Delhi,5/27/2023,873929,15
20272,100271,Creta,CNG,Bangalore,6/2/2023,1622738,19
20273,100272,Venue,Diesel,Hyderabad,2/15/2023,1471930,2
20274,100273,Baleno,CNG,Bangalore,5/29/2023,1034556,40
20275,100274,Swift,CNG,Pune,1/30/2023,777597,41
20276,100275,Baleno,Electric,Hyderabad,2/22/2023,1729978,16
20277,100276,Verna,Petrol,Hyderabad,4/17/2023,944962,25
20278,100277,Creta,CNG,Hyderabad,12/5/2023,507616,46
20279,100278,i20,Electric,Hyderabad,3/3/2023,1510891,35
20280,100279,i20,CNG,Mumbai,11/11/2023,851848,43
20281,100280,i20,Electric,Delhi,12/10/2023,1383303,26
20282,100281,XUV300,Petrol,Hyderabad,5/20/2023,771790,12
20283,100282,Swift,Electric,Mumbai,10/14/2023,1524365,14
20284,100283,City,Diesel,Mumbai,7/21/2023,661718,44
20285,100284,Verna,Electric,Pune,1/22/2023,863270,39
20286,100285,i20,Electric,Chennai,9/15/2023,1256120,13
20287,100286,City,Petrol,Delhi,4/30/2023,608629,30
20288,100287,Creta,Diesel,Delhi,1/23/2023,1483891,3
20289,100288,Baleno,Electric,Mumbai,10/26/2023,1338743,33
20290,100289,Venue,Electric,Delhi,10/21/2023,1238599,31
20291,100290,XUV300,Petrol,Bangalore,1/26/2023,1138804,38
20292,100291,Creta,CNG,Mumbai,6/12/2023,1773289,50
20293,100292,Verna,Electric,Chennai,7/4/2023,549556,37
20294,100293,Baleno,Petrol,Chennai,10/25/2023,1610545,1
20295,100294,City,CNG,Delhi,2/21/2023,1655285,3
20296,100295,City,Petrol,Bangalore,11/23/2023,675660,35
20297,100296,City,Petrol,Pune,8/17/2023,1181637,24
20298,100297,Creta,Diesel,Chennai,4/20/2023,726254,26
20299,100298,Verna,CNG,Delhi,6/12/2023,1044785,39
20300,100299,Swift,Petrol,Hyderabad,7/8/2023,1017258,17
20301,100300,Venue,Petrol,Mumbai,7/23/2023,857329,18
20302,100301,Baleno,Diesel,Delhi,7/31/2023,1655185,47
20303,100302,Venue,Diesel,Pune,11/25/2023,707252,18
20304,100303,Swift,CNG,Pune,9/3/2023,1640150,5
20305,100304,City,CNG,Delhi,10/9/2023,1582495,9
20306,100305,XUV300,CNG,Hyderabad,1/19/2023,578199,2
20307,100306,Verna,Diesel,Chennai,6/11/2023,585199,46
20308,100307,Verna,Diesel,Pune,10/29/2023,988298,8
20309,100308,Creta,Petrol,Hyderabad,10/28/2023,1059094,30
20310,100309,Swift,CNG,Bangalore,4/11/2023,1202389,40
20311,100310,i20,Petrol,Mumbai,7/1/2023,1524965,3
20312,100311,Venue,Petrol,Mumbai,3/26/2023,982532,49
20313,100312,Creta,Petrol,Chennai,2/13/2023,919958,14
20314,100313,Venue,Diesel,Bangalore,8/15/2023,1560935,24
20315,100314,Verna,Petrol,Pune,6/16/2023,1746379,12
20316,100315,Venue,Electric,Chennai,4/7/2023,1494094,24
20317,100316,XUV300,Petrol,Mumbai,1/12/2023,1712078,43
20318,100317,Verna,CNG,Delhi,11/14/2023,655319,42
20319,100318,i20,Electric,Chennai,8/4/2023,1681985,43
20320,100319,XUV300,Electric,Chennai,10/9/2023,1488125,11
20321,100320,Venue,Electric,Chennai,5/18/2023,1631854,17
20322,100321,Venue,Petrol,Chennai,5/11/2023,596150,30
20323,100322,City,Diesel,Chennai,8/23/2023,1431462,14
20324,100323,XUV300,CNG,Hyderabad,12/25/2023,803741,25
20325,100324,Swift,Petrol,Delhi,8/12/2023,517176,17
20326,100325,Swift,CNG,Bangalore,10/5/2023,531375,21
20327,100326,Venue,Petrol,Pune,6/23/2023,671414,22
20328,100327,Baleno,Diesel,Hyderabad,3/3/2023,1117168,27
20329,100328,City,Diesel,Mumbai,11/8/2023,883745,49
20330,100329,City,CNG,Delhi,9/16/2023,1292756,27
20331,100330,XUV300,Petrol,Pune,9/27/2023,1355028,15
20332,100331,Swift,Diesel,Hyderabad,11/8/2023,970925,16
20333,100332,Verna,Diesel,Chennai,7/22/2023,818731,47
20334,100333,City,Petrol,Hyderabad,6/3/2023,1144375,29
20335,100334,Creta,Diesel,Mumbai,9/12/2023,1277538,28
20336,100335,City,Electric,Delhi,10/11/2023,1766178,8
20337,100336,Venue,CNG,Bangalore,10/26/2023,523683,20
20338,100337,XUV300,Petrol,Chennai,2/14/2023,962564,39
20339,100338,Venue,Electric,Delhi,11/26/2023,983513,4
20340,100339,Creta,Diesel,Delhi,2/22/2023,601345,5
20341,100340,Swift,Petrol,Bangalore,4/22/2023,544122,5
20342,100341,Swift,Petrol,Chennai,1/29/2023,1211206,22
20343,100342,Swift,Diesel,Bangalore,1/10/2023,919660,18
20344,100343,Venue,Diesel,Pune,6/1/2023,941972,26
20345,100344,i20,Electric,Mumbai,1/31/2023,1195006,21
20346,100345,Baleno,Petrol,Chennai,7/28/2023,888073,33
20347,100346,Baleno,Diesel,Pune,11/24/2023,971634,12
20348,100347,Baleno,Petrol,Delhi,6/5/2023,806810,5
20349,100348,Creta,Diesel,Mumbai,8/15/2023,1100274,23
20350,100349,Baleno,Electric,Pune,1/30/2023,977747,43
20351,100350,Baleno,Petrol,Pune,4/5/2023,613340,48
20352,100351,Baleno,Diesel,Delhi,3/1/2023,1028744,34
20353,100352,i20,Petrol,Hyderabad,8/5/2023,1027994,49
20354,100353,City,CNG,Delhi,4/10/2023,1452662,49
20355,100354,Verna,Electric,Mumbai,12/4/2023,1393583,16
20356,100355,City,Diesel,Chennai,9/8/2023,738736,16
20357,100356,Verna,CNG,Chennai,2/7/2023,1137138,22
20358,100357,Verna,Electric,Delhi,7/9/2023,1237954,21
20359,100358,XUV300,Petrol,Delhi,7/22/2023,767061,20
20360,100359,Venue,Diesel,Chennai,3/28/2023,813514,11
20361,100360,Creta,Diesel,Pune,8/23/2023,667119,40
20362,100361,i20,CNG,Hyderabad,5/10/2023,1161048,11
20363,100362,XUV300,CNG,Mumbai,5/22/2023,1398333,10
20364,100363,City,Electric,Mumbai,10/9/2023,826750,44
20365,100364,Baleno,Diesel,Bangalore,6/11/2023,1621151,3
20366,100365,i20,CNG,Hyderabad,1/24/2023,1267732,33
20367,100366,City,CNG,Hyderabad,7/1/2023,752528,12
20368,100367,Swift,CNG,Chennai,7/12/2023,940754,4
20369,100368,Venue,CNG,Chennai,5/7/2023,1345058,16
20370,100369,Swift,Diesel,Delhi,7/4/2023,1692138,1
20371,100370,Baleno,Diesel,Pune,4/11/2023,1273611,33
20372,100371,Creta,Diesel,Pune,5/17/2023,658118,20
20373,100372,Verna,Electric,Chennai,10/21/2023,1573217,31
20374,100373,City,Diesel,Bangalore,4/4/2023,655521,18
20375,100374,i20,Diesel,Pune,4/16/2023,936728,2
20376,100375,XUV300,CNG,Pune,3/25/2023,603364,24
20377,100376,i20,Diesel,Mumbai,2/12/2023,1425369,42
20378,100377,i20,CNG,Pune,12/2/2023,1706133,45
20379,100378,Swift,Diesel,Delhi,12/10/2023,1507394,36
20380,100379,Swift,CNG,Bangalore,1/19/2023,1672640,23
20381,100380,XUV300,Petrol,Chennai,3/11/2023,1168648,43
20382,100381,Venue,CNG,Chennai,10/18/2023,687901,31
20383,100382,Verna,Petrol,Delhi,6/23/2023,631976,43
20384,100383,City,Petrol,Pune,11/27/2023,1186748,15
20385,100384,Venue,CNG,Delhi,6/10/2023,1522538,27
20386,100385,Venue,Diesel,Hyderabad,1/7/2023,1109816,4
20387,100386,Verna,Electric,Chennai,3/1/2023,955931,18
20388,100387,XUV300,CNG,Chennai,7/2/2023,1036671,44
20389,100388,City,Diesel,Delhi,3/30/2023,698393,26
20390,100389,i20,Electric,Bangalore,7/2/2023,814676,31
20391,100390,i20,Petrol,Hyderabad,12/24/2023,1019279,6
20392,100391,Swift,Electric,Chennai,2/6/2023,1515562,45
20393,100392,Creta,Electric,Bangalore,6/17/2023,527737,25
20394,100393,XUV300,Diesel,Chennai,10/10/2023,1734512,24
20395,100394,City,CNG,Bangalore,1/27/2023,998061,45
20396,100395,Venue,Petrol,Bangalore,11/27/2023,1248844,13
20397,100396,Creta,Electric,Mumbai,3/24/2023,1263509,37
20398,100397,Creta,Electric,Bangalore,6/22/2023,517568,37
20399,100398,Swift,Electric,Hyderabad,4/30/2023,842928,33
20400,100399,Verna,Electric,Mumbai,4/17/2023,1160212,17
20401,100400,Creta,CNG,Pune,3/12/2023,878491,48
20402,100401,Venue,Diesel,Chennai,11/13/2023,1396337,30
20403,100402,Venue,Diesel,Chennai,8/23/2023,1791014,33
20404,100403,i20,CNG,Hyderabad,6/8/2023,824210,44
20405,100404,City,Petrol,Bangalore,1/4/2023,1296948,46
20406,100405,Creta,Electric,Bangalore,12/2/2023,1618234,29
20407,100406,i20,Petrol,Mumbai,7/6/2023,725059,7
20408,100407,Verna,Diesel,Bangalore,10/3/2023,1332912,12
20409,100408,XUV300,Petrol,Chennai,9/1/2023,906675,38
20410,100409,XUV300,Electric,Delhi,8/19/2023,1231487,50
20411,100410,Venue,Diesel,Mumbai,3/30/2023,1666924,4
20412,100411,Baleno,Diesel,Bangalore,12/10/2023,1168992,29
20413,100412,Baleno,Electric,Mumbai,6/21/2023,1482071,18
20414,100413,XUV300,CNG,Chennai,7/29/2023,701387,11
20415,100414,Verna,Electric,Chennai,7/25/2023,812381,21
20416,100415,City,Diesel,Chennai,3/16/2023,905792,15
20417,100416,XUV300,Diesel,Mumbai,4/21/2023,715905,28
20418,100417,XUV300,Diesel,Delhi,1/27/2023,1674888,21
20419,100418,Verna,Petrol,Bangalore,5/24/2023,1521560,46
20420,100419,Venue,CNG,Hyderabad,8/17/2023,1718836,25
20421,100420,Venue,Diesel,Mumbai,6/10/2023,1526242,12
20422,100421,Creta,Electric,Mumbai,8/17/2023,1628505,8
20423,100422,City,CNG,Bangalore,10/2/2023,1672323,41
20424,100423,City,Electric,Delhi,6/24/2023,1515928,45
20425,100424,i20,Diesel,Pune,7/21/2023,1625245,13
20426,100425,i20,Petrol,Delhi,11/1/2023,1799505,49
20427,100426,City,Electric,Mumbai,2/1/2023,1222014,24
20428,100427,Verna,Diesel,Delhi,7/5/2023,971025,21
